Dataset,File_name
KDD21,176_UCR_Anomaly_insectEPG4_1300_6508_6558.out
KDD21,154_UCR_Anomaly_PowerDemand3_16000_23405_23477.out
KDD21,147_UCR_Anomaly_Lab2Cmac011215EPG3_5000_16390_16420.out
KDD21,183_UCR_Anomaly_qtdbSel100MLII_4000_13400_13800.out
KDD21,134_UCR_Anomaly_InternalBleeding15_1700_5684_5854.out
KDD21,234_UCR_Anomaly_mit14157longtermecg_18913_24600_24601.out
KDD21,080_UCR_Anomaly_DISTORTEDresperation2_30000_168250_168251.out
KDD21,031_UCR_Anomaly_DISTORTEDInternalBleeding20_2700_5759_5919.out
KDD21,095_UCR_Anomaly_NOISECIMIS44AirTemperature4_4000_5549_5597.out
KDD21,248_UCR_Anomaly_weallwalk_2000_4702_4707.out
KDD21,110_UCR_Anomaly_2sddb40_35000_56600_56900.out
KDD21,220_UCR_Anomaly_STAFFIIIDatabase_43217_250720_251370.out
KDD21,227_UCR_Anomaly_mit14134longtermecg_11231_29000_29100.out
KDD21,050_UCR_Anomaly_DISTORTEDTkeepForthMARS_3500_5988_6085.out
KDD21,038_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG2_5000_27862_27932.out
KDD21,136_UCR_Anomaly_InternalBleeding17_1600_3198_3309.out
KDD21,127_UCR_Anomaly_GP711MarkerLFM5z1_5000_6168_6212.out
KDD21,202_UCR_Anomaly_CHARISfive_10411_10998_11028.out
KDD21,098_UCR_Anomaly_NOISEInternalBleeding16_1200_4187_4199.out
KDD21,146_UCR_Anomaly_Lab2Cmac011215EPG2_5000_27862_27932.out
KDD21,009_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature5_4000_4852_4900.out
KDD21,211_UCR_Anomaly_Italianpowerdemand_38113_39240_39336.out
KDD21,197_UCR_Anomaly_tiltAPB1_100000_114283_114350.out
KDD21,039_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG3_5000_16390_16420.out
KDD21,051_UCR_Anomaly_DISTORTEDTkeepSecondMARS_3500_9330_9340.out
KDD21,164_UCR_Anomaly_apneaecg3_5000_11111_11211.out
KDD21,246_UCR_Anomaly_tilt12755mtable_100211_270800_271070.out
KDD21,230_UCR_Anomaly_mit14134longtermecg_19363_19510_19610.out
KDD21,221_UCR_Anomaly_STAFFIIIDatabase_45616_163632_164852.out
KDD21,172_UCR_Anomaly_gaitHunt3_23400_38400_39200.out
KDD21,065_UCR_Anomaly_DISTORTEDinsectEPG1_3000_7000_7030.out
KDD21,113_UCR_Anomaly_CIMIS44AirTemperature1_4000_5391_5392.out
KDD21,006_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature2_4000_5703_5727.out
KDD21,034_UCR_Anomaly_DISTORTEDInternalBleeding6_1500_3474_3629.out
KDD21,046_UCR_Anomaly_DISTORTEDPowerDemand3_16000_23405_23477.out
KDD21,068_UCR_Anomaly_DISTORTEDinsectEPG4_1300_6508_6558.out
KDD21,151_UCR_Anomaly_MesoplodonDensirostris_10000_19280_19440.out
KDD21,089_UCR_Anomaly_DISTORTEDtiltAPB1_100000_114283_114350.out
KDD21,137_UCR_Anomaly_InternalBleeding18_2300_4485_4587.out
KDD21,171_UCR_Anomaly_gaitHunt2_18500_31200_31850.out
KDD21,106_UCR_Anomaly_NOISEgaitHunt2_18500_31200_31850.out
KDD21,040_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG4_6000_17390_17520.out
KDD21,124_UCR_Anomaly_ECG4_5000_16900_17100.out
KDD21,207_UCR_Anomaly_CHARISten_3165_26929_26989.out
KDD21,016_UCR_Anomaly_DISTORTEDECG4_5000_16900_17100.out
KDD21,229_UCR_Anomaly_mit14134longtermecg_16363_57960_57970.out
KDD21,007_UCR_Anomaly_DISTORTEDCIMIS44AirTemperature3_4000_6520_6544.out
KDD21,084_UCR_Anomaly_DISTORTEDs20101mML2_12000_35774_35874.out
KDD21,002_UCR_Anomaly_DISTORTED2sddb40_35000_56600_56900.out
KDD21,028_UCR_Anomaly_DISTORTEDInternalBleeding17_1600_3198_3309.out
KDD21,032_UCR_Anomaly_DISTORTEDInternalBleeding4_1000_4675_5033.out
KDD21,112_UCR_Anomaly_BIDMC1_2500_5400_5600.out
KDD21,237_UCR_Anomaly_mit14157longtermecg_19313_89560_90370.out
KDD21,052_UCR_Anomaly_DISTORTEDTkeepThirdMARS_3500_4711_4809.out
KDD21,178_UCR_Anomaly_ltstdbs30791AI_17555_52600_52800.out
KDD21,241_UCR_Anomaly_taichidbS0715Master_250000_837400_839100.out
KDD21,105_UCR_Anomaly_NOISEgait3_24500_59900_60500.out
KDD21,162_UCR_Anomaly_WalkingAceleration5_2700_5920_5979.out
KDD21,189_UCR_Anomaly_resperation3_45000_158250_158251.out
KDD21,066_UCR_Anomaly_DISTORTEDinsectEPG2_3700_8000_8025.out
KDD21,210_UCR_Anomaly_Italianpowerdemand_36123_74900_74996.out
KDD21,232_UCR_Anomaly_mit14134longtermecg_8763_57530_57790.out
KDD21,081_UCR_Anomaly_DISTORTEDresperation3_45000_158250_158251.out
KDD21,037_UCR_Anomaly_DISTORTEDLab2Cmac011215EPG1_5000_17210_17260.out
KDD21,123_UCR_Anomaly_ECG4_5000_16800_17100.out
KDD21,141_UCR_Anomaly_InternalBleeding5_4000_6200_6370.out
IOPS,KPI-57051487-3a40-3828-9084-a12f7f23ee38.test.out
